USER_ID,NUMBER_OF_RATINGS,AVERAGE_RATING_GIVEN
83226,76,4.401315789
16973,76,3.973684211
118802,76,3.631578947
110006,76,4.407894737
31302,76,3.986842105
75335,76,3.842105263
115751,76,3.539473684
76989,76,4.092105263
64956,76,4.052631579
104740,76,2.605263158
115673,76,3.296052632
117532,76,4.789473684
43177,76,3.434210526
76408,76,4.592105263
26622,76,3.460526316
118162,76,3.868421053
64338,76,3.684210526
64596,76,3.519736842
73223,76,3.513157895
13797,76,3.855263158
87654,76,3.289473684
113020,76,3.486842105
42146,76,3.657894737
13387,76,3.927631579
112183,76,3.631578947
118800,76,3.671052632
636,76,3.789473684
41619,76,3.611842105
38339,76,4.078947368
339,76,4.171052632
92884,76,3.736842105
137080,76,4.131578947
137218,76,4.342105263
71558,76,3.960526316
137816,76,3.835526316
53065,76,3.625
9911,76,4.289473684
127155,76,4.046052632
116638,76,3.703947368
40238,76,3.618421053
42664,76,3.973684211
117645,76,3.302631579
117666,76,3.703947368
127435,76,4.414473684
26533,76,3.486842105
117696,76,3.052631579
70714,76,3.539473684
69298,76,3.894736842
88623,76,3.131578947
67434,76,3.736842105
86324,76,4.151315789
66290,76,3.763157895
41111,76,3.934210526
58127,76,3.789473684
57104,76,3.973684211
2351,76,3.723684211
2653,76,3.578947368
12990,76,3.394736842
89584,76,3.263157895
1481,76,3.467105263
13239,76,3.381578947
51888,76,4.105263158
60685,76,3.743421053
117276,76,4.184210526
88614,76,3.986842105
129161,76,3.934210526
59748,76,3.328947368
41998,76,3.5
5662,76,3.868421053
4807,76,2.986842105
4360,76,3.848684211
113578,76,2.868421053
89344,76,3.5
15873,76,4.006578947
79806,76,3.309210526
16013,76,3.947368421
118916,76,3.618421053
112377,76,3.638157895
69353,76,3.578947368
29780,76,3.223684211
26530,76,4.092105263
21459,76,3.368421053
91555,76,3.355263158
4746,76,3.914473684
106837,76,3.578947368
30953,76,3.421052632
123014,76,3.289473684
122992,76,4.736842105
15036,76,3.394736842
37688,76,4.328947368
72567,76,4.5
55499,76,3.197368421
104232,76,3.736842105
35080,76,4.032894737
71143,76,4.342105263
50473,76,3.717105263
113076,76,3.986842105
44720,76,3.848684211
10480,76,2.953947368
75585,76,3.342105263
9548,76,2.467105263
24355,76,3.375
9420,76,3.302631579
9369,76,4.144736842
9110,76,3.973684211
109446,76,3
8455,76,3.618421053
114748,76,4.486842105
58115,76,4.131578947
39019,76,3.256578947
31856,76,3.434210526
121605,76,3.618421053
31465,76,3.460526316
38722,76,4.486842105
116873,76,4.776315789
65703,76,3.657894737
30208,76,3.328947368
97776,76,3.907894737
59851,76,3.796052632
120026,76,3.407894737
59232,76,3.710526316
58739,76,3.842105263
67783,76,4.144736842
53733,76,3.473684211
64793,76,3.421052632
58017,76,3.776315789
57751,76,3.868421053
65685,76,3.236842105
73392,76,4.098684211
90090,76,3.25
33735,76,4.039473684
17916,76,3.868421053
29033,76,4.328947368
72867,76,3.973684211
34563,76,3.309210526
17716,76,3.671052632
90916,76,4.039473684
66559,76,3.828947368
34773,76,3.381578947
78022,76,2.934210526
71578,76,3.421052632
57561,76,3.868421053
30238,76,3.644736842
72260,76,3.671052632
116063,76,4.572368421
75991,76,3.131578947
27823,76,3.190789474
116604,76,3.486842105
27518,76,4.453947368
67605,76,4.322368421
92041,76,4.184210526
28234,76,2.381578947
12734,76,4.460526316
62744,76,4.138157895
91093,76,4.223684211
117963,76,3.776315789
119196,76,3.710526316
52155,76,4.078947368
81046,76,3.927631579
65299,76,3.717105263
106592,76,3.434210526
116868,76,4.039473684
17826,76,3.835526316
118901,76,4.513157895
26965,76,3.486842105
26949,76,3.197368421
35537,76,3.171052632
41747,76,3.842105263
21120,76,2.973684211
38645,76,3.631578947
38891,76,3.894736842
13931,76,3.381578947
39303,76,3.223684211
39329,76,4.493421053
113669,76,3.934210526
21553,76,3.986842105
13694,76,3.796052632
1249,76,3.519736842
3103,76,2.828947368
115438,76,3.460526316
11544,76,4.092105263
105921,76,3.921052632
110464,76,4.210526316
105398,76,3.407894737
41803,76,3.585526316
95597,76,3.763157895
61774,76,3.723684211
94850,76,3.789473684
8006,76,3.217105263
72053,76,3.184210526
72265,76,4.138157895
70572,76,3.473684211
72268,76,3.394736842
94739,76,3.703947368
12883,76,3.736842105
67159,76,4.197368421
70050,76,3.736842105
126792,76,3.585526316
128351,76,3.763157895
130393,76,3.302631579
96237,76,4.065789474
790,76,3.802631579
36349,76,4.467105263
7234,76,3.368421053
6355,76,3.960526316
45988,76,3.960526316
69960,76,3.842105263
36659,76,3.703947368
95206,76,3.092105263
95179,76,3.960526316
834,76,3.263157895
46559,76,3.394736842
20233,76,3.565789474
126765,76,3.736842105
115813,76,3.552631579
2631,76,3.447368421
30923,76,3.486842105
30284,76,3.407894737
125952,76,3.289473684
85796,76,3.776315789
30147,76,3.381578947
122754,76,3.815789474
2979,76,3.921052632
94912,76,3.75
45035,76,2.625
61831,76,3.098684211
27965,76,3.914473684
49545,76,4.105263158
5795,76,2.960526316
69006,76,3.921052632
50159,76,3.427631579
50256,76,4.421052632
69757,76,3.907894737
102474,76,3.342105263
110707,76,3.223684211
69947,76,3.473684211
102107,76,3.743421053
63181,76,3.684210526
90210,76,3.289473684
90636,76,2.888157895
15952,76,3.756578947
47918,76,3.802631579
1281,76,3.447368421
120392,76,3.973684211
92166,76,4.019736842
92729,76,3.256578947
93239,76,3.611842105
6893,76,3.302631579
55682,76,4.059210526
130580,76,3.565789474
93360,76,3.828947368
2963,76,3.986842105
9707,76,3.144736842
9190,76,3.960526316
120533,76,3.657894737
9591,76,3.960526316
111494,76,3.585526316
3151,76,3.967105263
132412,76,1.960526316
19953,76,3.578947368
101296,76,4.394736842
131724,76,4.328947368
39265,76,4.138157895
32111,76,3.578947368
102548,76,3.210526316
89236,76,3.736842105
79540,76,3.75
74394,76,3.605263158
79779,76,3.092105263
105249,76,3.75
97979,76,3.263157895
138431,76,4.197368421
63537,76,4.098684211
20805,76,3.815789474
124660,76,3.763157895
137012,76,3.710526316
98881,76,4.065789474
44275,76,4.243421053
75084,76,3.986842105
111575,76,3.131578947
41678,76,2.855263158
86157,76,3.184210526
40591,76,4.092105263
76146,76,3.263157895
97561,76,3.565789474
131319,76,4.243421053
109989,76,1.302631579
106585,76,4.138157895
22737,76,3.348684211
80001,76,3.960526316
35333,76,4.184210526
84435,76,3.697368421
34425,76,4.105263158
77628,76,3.401315789
77860,76,3.519736842
84100,76,4.118421053
49447,76,3.697368421
136526,76,3.236842105
54038,76,4.013157895
127232,76,3.809210526
78076,76,3.789473684
563,76,4.144736842
126906,76,2.986842105
108717,76,3.986842105
126490,76,3.263157895
87402,76,3.789473684
126436,76,3.815789474
54810,76,2.486842105
98743,76,4.013157895
134863,76,3.526315789
62163,76,4.118421053
32463,76,3.381578947
100700,76,3.282894737
82891,76,4.039473684
39065,76,3.473684211
127291,76,3.578947368
127709,76,4.335526316
39016,76,3.710526316
80538,76,3.486842105
85228,76,4.342105263
78984,76,4.105263158
53658,76,3.723684211
130324,76,3.671052632
1261,76,4.131578947
24920,76,3.447368421
106372,76,4.065789474
85446,76,4.368421053
120653,76,4.710526316
38095,76,3.539473684
24120,76,3.921052632
84696,76,3.447368421
23737,76,3.447368421
22782,76,3.75
80679,76,3.894736842
23468,76,3.960526316
61545,76,3.302631579
42790,76,2.875
85088,76,3.486842105
58394,76,3.723684211
23270,76,3.578947368
45918,76,3.657894737
62073,76,2.934210526
796,76,3.473684211
117775,76,3.855263158
133027,76,3.388157895
86944,76,3.019736842
61478,76,4.144736842
45144,76,4.111842105
135093,76,3.407894737
80800,76,4.111842105
133500,76,3.815789474
64623,76,3.921052632
77415,76,3.697368421
61811,76,3.394736842
62651,76,3.585526316
132763,76,4.177631579
74618,76,3.717105263
78973,76,3.835526316
103511,76,3.453947368
42832,76,4.184210526
43919,76,3.973684211
96670,76,4.302631579
83178,76,3.289473684
111499,76,3.605263158
39577,76,3.447368421
86128,76,2.828947368
88965,76,3.539473684
134602,76,3.723684211
85491,76,4.315789474
82046,76,3.657894737
63857,76,3.934210526
24840,76,3.197368421
39347,76,3.973684211
71419,76,3.782894737
62422,76,4.171052632
57495,76,3.539473684
34776,76,3.855263158
20954,76,3.355263158
107233,76,3.559210526
83618,76,4.157894737
100645,76,4.118421053
40750,76,4.059210526
130808,76,3.513157895
31972,76,3.434210526
32202,76,3.592105263
51756,76,3.842105263
57525,76,3.532894737
93107,76,4.098684211
23132,76,3.578947368
53362,76,3.269736842
100501,76,4.006578947
127963,76,4
93436,76,3.723684211
63616,76,3.447368421
57707,76,3.532894737
101268,76,3.289473684
102123,76,3.815789474
102504,76,3.460526316
102093,76,3.328947368
110399,76,3.631578947
84092,76,3.927631579
50650,76,3.348684211
126528,76,3.144736842
124432,76,3.684210526
110052,76,3.302631579
92671,76,3.513157895
126448,76,3.934210526
130891,76,3.789473684
103734,76,3.493421053
103217,76,3.651315789
109438,76,4.065789474
112278,76,3.894736842
132307,76,4.355263158
58963,76,3.427631579
93176,76,3.960526316
137185,76,4.032894737
59989,76,3.947368421
132316,76,4.427631579
123422,76,3.618421053
111888,76,3.289473684
136027,76,3.368421053
36568,76,4.263157895
52294,76,3.210526316
120398,76,3.815789474
120543,76,3.486842105
93802,76,4.401315789
101106,76,3.276315789
126155,76,3.532894737
128628,76,3.802631579
109389,76,3.690789474
77214,76,3.815789474
44274,76,3.743421053
120717,76,3.697368421
136142,76,3.223684211
94196,76,4.230263158
64055,76,3.736842105
42345,76,2.907894737
53759,76,3.473684211
63935,76,3.263157895
20201,76,3.809210526
136002,76,2.940789474
104766,76,4.098684211
82986,76,3.947368421
57879,76,3.473684211
114324,75,3.866666667
129674,75,3.293333333
70799,75,4.346666667
56281,75,4.14
75558,75,3.933333333
136114,75,3.273333333
111259,75,3.546666667
122273,75,4.006666667
56572,75,2.84
56392,75,3.813333333
117542,75,4.266666667
121536,75,3.413333333
42943,75,3.24
121874,75,4.12
127635,75,3.186666667
113560,75,4.253333333
61448,75,3.853333333
56476,75,4.16
14412,75,3.746666667
48319,75,3.82
110349,75,3.353333333
133414,75,4.706666667
57182,75,3.173333333
109656,75,3.36
46728,75,2.893333333
129352,75,3.84
55367,75,3.933333333
105317,75,3.28
135322,75,3.773333333
124186,75,3.906666667
705,75,3.453333333
65404,75,4.346666667
74153,75,3.773333333
136308,75,3.626666667
17776,75,3.58
54982,75,3.913333333
105207,75,3.893333333
39469,75,3.666666667
30244,75,3.586666667
104884,75,3.8
103503,75,2.553333333
66137,75,3.6
135291,75,3.746666667
52473,75,4.266666667
129261,75,3.973333333
66337,75,3.893333333
104564,75,3.14
37305,75,3.646666667
123307,75,3.586666667
107616,75,4.106666667
130872,75,3.84
73739,75,3.74
130731,75,4.093333333
81215,75,3.293333333
90304,75,3.666666667
52766,75,3.386666667
77323,75,3.573333333
110640,75,3.766666667
106777,75,3.506666667
108549,75,4.046666667
115623,75,3.84
70064,75,4.04
16534,75,3.44
62959,75,3.386666667
42453,75,4.073333333
131923,75,3.68
53540,75,3.573333333
23623,75,4.186666667
112833,75,3.666666667
53634,75,3.793333333
122412,75,3.806666667
51129,75,4.113333333
43053,75,3.293333333
38463,75,3.606666667
43038,75,3.226666667
128885,75,3.12
62988,75,4.046666667
40740,75,3.346666667
42667,75,3.993333333
52977,75,3.16
25426,75,3.68
131864,75,3.893333333
51873,75,2.646666667
96569,75,3.586666667
7178,75,3.693333333
108018,75,4.246666667
90309,75,2.973333333
25619,75,3.453333333
5326,75,3.84
123298,75,3.42
90432,75,3.54
63706,75,4
62825,75,4.326666667
22967,75,3.573333333
77420,75,3.686666667
131129,75,3.673333333
44689,75,4.346666667
42178,75,3.76
61872,75,3.893333333
73629,75,3.253333333
28699,75,3.853333333
56826,75,3.76
92732,75,3.56
73860,75,3.48
82675,75,3.833333333
119195,75,3.853333333
3343,75,3.64
120279,75,4.233333333
39011,75,3.18
49010,75,3.16
55660,75,3.96
28346,75,4.173333333
18917,75,3.653333333
130039,75,3.946666667
132448,75,4.153333333
84290,75,3.953333333
43727,75,3.56
60627,75,3.573333333
61280,75,3.68
115410,75,4.053333333
50448,75,3.953333333
138109,75,3.973333333
63120,75,3.613333333
62571,75,3.8
66098,75,3.733333333
124084,75,3.573333333
28945,75,4.16
30419,75,3.813333333
12373,75,4.273333333
30263,75,2.92
54887,75,4.066666667
114259,75,3.32
131504,75,3.373333333
29265,75,3.48
24939,75,3.973333333
131336,75,4.066666667
27488,75,3.96
48380,75,4.013333333
119759,75,3.406666667
20570,75,3.626666667
44407,75,3.76
101587,75,3.106666667
116509,75,3.493333333
135967,75,3.213333333
65227,75,4.306666667
64950,75,3.506666667
101101,75,3.68
129089,75,3.293333333
18562,75,3.866666667
127831,75,3.693333333
34779,75,4.126666667
57945,75,3.946666667
17651,75,3.42
53359,75,4.16
40777,75,3.693333333
53286,75,3.6
28007,75,4.166666667
99348,75,4.04
26326,75,4.04
26144,75,4.026666667
25399,75,3.506666667
123490,75,3.946666667
119581,75,3.806666667
100643,75,4.073333333
33794,75,3.266666667
29496,75,3.666666667
29460,75,3.66
50096,75,3.746666667
104670,75,4.04
47653,75,3.953333333
2408,75,4.6
28460,75,3.986666667
54974,75,4.573333333
80555,75,3.333333333
117633,75,3.493333333
135801,75,3.68
67704,75,3.173333333
41753,75,3.466666667
108669,75,3.066666667
134242,75,4.146666667
108510,75,4.266666667
67136,75,3.133333333
99792,75,3.64
125056,75,3.906666667
66396,75,4.093333333
83935,75,3.04
109526,75,3.586666667
127885,75,4.253333333
102603,75,3.986666667
41573,75,3.693333333
119474,75,3.973333333
69865,75,3.873333333
12267,75,3.673333333
119306,75,3.373333333
101668,75,4.013333333
130288,75,4.053333333
126244,75,3.226666667
10952,75,3.96
37101,75,3.866666667
37433,75,3.613333333
14350,75,3.826666667
58059,75,3.773333333
36841,75,4.1
24576,75,3.32
121810,75,3.966666667
7439,75,4.386666667
117601,75,4
117482,75,4.093333333
8897,75,3.506666667
39035,75,3.373333333
113002,75,2.973333333
123670,75,3.7
8168,75,4.326666667
49534,75,3.806666667
100687,75,3.586666667
60323,75,3.453333333
72878,75,3.586666667
30566,75,3.82
33071,75,3.746666667
49274,75,2.973333333
43016,75,3.68
4795,75,3.933333333
91163,75,3.666666667
72543,75,3.873333333
30802,75,4.113333333
125951,75,4.026666667
2560,75,3.98
123772,75,3.966666667
71889,75,3.4
126380,75,3.946666667
34101,75,4.306666667
52668,75,4.106666667
103247,75,3.38
89528,75,3.026666667
16015,75,3.74
101322,75,3.84
102304,75,4.16
81389,75,3.6
11148,75,4.16
9225,75,3.926666667
75385,75,4.3
125718,75,4.24
109142,75,3.26
83052,75,4.38
12677,75,2.933333333
10204,75,3.44
40522,75,3.426666667
57710,75,3.733333333
112030,75,3.746666667
94822,75,3.74
55503,75,3.426666667
64506,75,3.866666667
64963,75,4.12
44674,75,3.22
11931,75,3.386666667
120437,75,3.386666667
55733,75,3.88
94215,75,3.64
55694,75,3.373333333
62557,75,3.62
12060,75,3.813333333
93450,75,3.68
11290,75,4.306666667
76428,75,2.76
61967,75,3.52
137253,75,3.826666667
84349,75,3.466666667
5883,75,4.44
121263,75,4.013333333
49657,75,3.3
49998,75,3.933333333
113176,75,3.993333333
48007,75,3.266666667
47209,75,3.726666667
7155,75,3.053333333
84487,75,4.1
17154,75,3.68
127891,75,3.92
82523,75,4.373333333
61695,75,3.626666667
8301,75,3.453333333
16054,75,3.92
120837,75,4.126666667
137476,75,4.24
129314,75,3.753333333
38092,75,3.153333333
46887,75,3.366666667
121696,75,2.76
92565,75,3.92
87110,75,2.893333333
75663,75,3.626666667
105768,75,4.453333333
40331,75,3.393333333
46429,75,3.653333333
87633,75,3.733333333
69467,75,2.96
136653,75,3.853333333
91181,75,3.68
90740,75,3.973333333
111062,75,3.413333333
68820,75,3.493333333
17278,75,3.6
75695,75,2.52
88970,75,3.946666667
68354,75,3.906666667
103357,75,3.533333333
31496,75,4.013333333
74898,75,3.546666667
109967,75,3.986666667
86105,75,3.466666667
92563,75,4.04
138260,75,3.906666667
64341,75,3.66
2607,75,3.76
40892,75,3.706666667
4107,75,3.186666667
16275,75,3.666666667
95021,75,3.613333333
3682,75,2.913333333
95506,75,3.766666667
95569,75,3.36
2839,75,3.786666667
88787,75,2.893333333
92794,75,3.733333333
55110,75,3.88
54895,75,3.813333333
61378,75,3.586666667
75577,75,3.706666667
4704,75,4.413333333
4777,75,4.226666667
128266,75,4.426666667
76510,75,3.946666667
87420,75,3.6
91876,75,2.826666667
57332,75,4.06
45647,75,3.706666667
57422,75,3.18
87912,75,3.193333333
87726,75,4.093333333
1050,75,2.546666667
54811,75,4.14
51324,75,3.866666667
11145,75,3.973333333
25912,75,3.033333333
98518,75,4.353333333
89391,75,3.493333333
128207,75,3.6
93186,75,4.326666667
24934,75,2.92
132646,75,4.04
98866,75,4.08
60553,75,4.306666667
31436,75,3.826666667
37970,75,3.413333333
122920,75,3.913333333
48298,75,3.906666667
31115,75,3.56
122636,75,4
96222,75,4.166666667
29987,75,4.106666667
128618,75,3.56
96655,75,3.706666667
126812,75,4.34
10498,75,3.813333333
23525,75,2.86
28311,75,3.426666667
23504,75,3.6
98362,75,3.693333333
12800,75,4.346666667
46259,75,3.48
54193,75,3.573333333
134938,75,3.64
49908,75,3.433333333
11111,75,3.573333333
91813,75,3.786666667
85458,75,3.773333333
80573,75,3.693333333
128429,75,3.44
82390,75,3.573333333
30689,75,3.693333333
13645,75,4.013333333
93962,75,3.6
68638,75,4.166666667
82078,75,3.066666667
29986,75,4.16
40860,75,4.346666667
49712,75,3.446666667
110037,75,3.933333333
69427,75,1.473333333
19033,75,3.946666667
78371,75,4.02
94440,75,3.6
35918,75,4.013333333
22895,75,3.786666667
52487,75,4.346666667
70430,75,4.266666667
47567,75,3.28
137622,75,3.766666667
31535,75,3.866666667
91369,75,3.813333333
133749,75,3.846666667
11839,75,3.706666667
104197,75,3.74
127934,75,4.233333333
11864,75,3.893333333
53648,75,3.173333333
122611,75,3.613333333
80670,75,3.693333333
54865,75,4.133333333
112370,75,3.766666667
97829,75,3.533333333
96715,75,4.106666667
1704,75,3.633333333
98100,75,3.46
31642,75,4.126666667
31942,75,4.2
87214,75,3.88
24192,75,3.98
65784,75,4.406666667
87359,75,3.453333333
84194,75,3.96
3485,75,3.353333333
135019,75,3.313333333
93986,75,2.986666667
94511,75,3.56
35719,75,3.746666667
105933,75,3.986666667
129599,75,3.36
97381,75,3.546666667
84317,75,4.28
1649,75,3.64
35713,75,3.72
117013,75,3.386666667
67964,75,4.613333333
59437,75,3.773333333
81948,75,3.92
35890,75,3.853333333
105135,75,3.193333333
65726,75,2.893333333
53673,75,3.32
98234,75,3.626666667
79884,75,4.346666667
56110,75,3.306666667
61507,75,3.44
61565,75,3.84
70231,75,3.266666667
71695,75,3.68
109103,75,3.68
17126,75,3.2
18821,75,3.753333333
84366,75,4.033333333
65629,75,3.626666667
97996,75,3.813333333
35354,75,3.56
88796,75,3.613333333
112731,75,3.826666667
68197,75,2.746666667
61976,75,4.246666667
71589,75,3.773333333
106442,75,3.96
2131,75,3.953333333
37337,75,3.333333333
98543,75,3.073333333
72058,75,3.76
99253,75,3.546666667
72395,75,3.746666667
10499,75,3.813333333
99049,75,3.906666667
64599,75,3.626666667
57118,75,3.8
50325,75,3.173333333
79259,75,3.96
66001,75,3.44
134527,75,3.673333333
95576,75,4.2
64369,75,3.746666667
134876,75,3.44
68609,75,3.986666667
111883,75,3.826666667
134928,75,4.466666667
126223,75,3.906666667
50906,75,4.173333333
19302,75,3.633333333
134709,75,3.68
132573,75,3.8
611,75,3.88
106754,75,3.24
118859,75,3.366666667
9785,75,2.946666667
134469,75,4.066666667
11347,75,3.706666667
48587,75,3.28
50962,75,3.693333333
74237,75,4.08
77799,75,4.4
87499,75,2.853333333
15455,75,3.853333333
122643,75,4.4
78307,75,3.106666667
51101,75,3
99534,75,3.746666667
111120,75,4.213333333
7585,75,2.613333333
111925,75,3.706666667
122813,75,2.866666667
123281,75,4.16
12383,75,3.866666667
91939,75,3.906666667
123796,75,3.346666667
111246,75,2.893333333
9099,75,2.613333333
111961,75,4.266666667
129567,75,3.8
47916,75,3.106666667
35770,75,3.313333333
5126,75,3.746666667
20549,75,3.386666667
122672,75,4.44
74290,75,3.873333333
120322,75,3.493333333
78358,75,3.98
36290,75,3.813333333
11621,75,3.733333333
78693,75,3.76
14874,75,4.226666667
50924,75,4.3
112296,75,3.48
120058,75,4.106666667
15220,75,3.733333333
13858,75,3.2
72842,75,3.766666667
130457,75,3.733333333
94671,75,3.726666667
110110,75,4.133333333
15285,75,3.046666667
102777,75,3.653333333
95411,75,2.82
19769,75,3.12
102963,75,4.506666667
79458,75,3.68
76181,75,4.226666667
44322,75,4.22
102747,75,3.94
14804,75,3.386666667
45783,75,3.293333333
115224,75,3.453333333
3252,75,3.866666667
118482,75,4.013333333
4434,75,3.36
5047,75,3.82
15132,75,3.653333333
136777,75,4.04
10679,75,3.786666667
110895,75,3.693333333
130166,75,3.44
21995,75,3.773333333
97732,75,3.76
109458,75,3.286666667
46415,75,3.666666667
95684,75,3.373333333
10221,75,3.84
53405,75,3.56
136360,75,3.973333333
112911,75,3.88
78808,75,3.72
5145,75,3.426666667
55064,75,3.453333333
135327,75,3.773333333
113553,75,3.746666667
83605,75,3.08
33028,75,2.98
96120,75,4.706666667
95201,75,3.293333333
33153,75,3.646666667
97902,75,3.633333333
6249,75,3.733333333
28374,75,4.36
25558,75,3.906666667
34689,75,3.906666667
116816,75,3.226666667
6089,75,3.92
28508,75,3.58
63678,75,3.84
45803,75,4.26
47544,75,3.653333333
5831,75,3.72
8311,75,3.706666667
132006,75,3.8
2723,75,4.026666667
117022,75,3.733333333
40428,75,4.393333333
19147,75,3.346666667
50474,75,4.053333333
19205,75,3.96
70603,75,3.266666667
123445,75,4.12
23617,75,3.253333333
28822,75,4.306666667
134659,75,4.16
11115,75,3.426666667
122598,75,3.793333333
58102,75,4.166666667
88033,75,3.78
2050,75,4.04
28645,75,3.773333333
97889,75,3.773333333
40805,75,3.266666667
51768,75,3.733333333
35461,75,4.126666667
9023,75,3.373333333
132566,75,4.186666667
34200,75,3.833333333
81059,75,4.186666667
133031,75,4.16
77572,75,3.426666667
61411,75,4.18
84574,75,3.52
96673,75,3.373333333
96621,75,3.713333333
66072,75,4.026666667
7814,75,4.113333333
115757,75,3.1
79819,75,3.893333333
132038,75,3.4
131421,75,4.12
5809,75,3.773333333
80907,75,3.44
44965,75,3.8
68356,75,3.653333333
79015,75,3.253333333
68297,75,3.926666667
101572,75,3.393333333
68438,75,4.06
47243,75,3.66
35341,75,3.346666667
46957,75,3.413333333
46767,75,4.053333333
46463,75,3.613333333
63683,75,4.16
135945,75,3.84
16648,74,3.527027027
110381,74,3.608108108
88245,74,4.222972973
67347,74,3.716216216
118086,74,3.75
32290,74,4.351351351
13533,74,3.594594595
116976,74,3.716216216
110070,74,4.087837838
34059,74,3.797297297
110667,74,3.5
49765,74,3.77027027
90201,74,3.216216216
110019,74,4.533783784
89060,74,4.094594595
13498,74,3.162162162
14785,74,3.081081081
69413,74,3.675675676
92196,74,3.77027027
24032,74,3.972972973
119627,74,4.216216216
119948,74,3.72972973
36751,74,3.804054054
22042,74,4.094594595
49793,74,3.891891892
41282,74,3.648648649
41320,74,3.554054054
36799,74,3.418918919
127929,74,3.216216216
23246,74,3.925675676
58895,74,3.783783784
128857,74,3.878378378
24265,74,3.797297297
38024,74,3.824324324
121761,74,4.054054054
23833,74,3.432432432
82598,74,4.256756757
117073,74,4.013513514
7985,74,3.459459459
83364,74,3.621621622
74446,74,4.006756757
39470,74,4.5
90157,74,4.412162162
55265,74,4.121621622
55259,74,3.695945946
68997,74,3.783783784
51377,74,3.952702703
7158,74,4.189189189
53194,74,3.405405405
36998,74,3.675675676
42198,74,3.662162162
36945,74,3.378378378
64291,74,3.702702703
135272,74,3.418918919
36694,74,3.716216216
40200,74,3.466216216
37444,74,3.97972973
40603,74,4.013513514
108864,74,4.054054054
73715,74,3.993243243
37394,74,4.256756757
27960,74,3.628378378
113872,74,3.513513514
37466,74,3.581081081
37340,74,3.540540541
131535,74,4.081081081
20537,74,4.331081081
109325,74,4.155405405
41067,74,3.445945946
56144,74,3.864864865
79992,74,3.97972973
31999,74,3.337837838
30677,74,3.5
93084,74,4.256756757
71465,74,3.72972973
38,74,3.486486486
31661,74,3.081081081
22465,74,4.013513514
52415,74,4.405405405
97796,74,3.864864865
12387,74,3.905405405
57175,74,3.662162162
429,74,4.277027027
22268,74,4
71278,74,3.324324324
101161,74,3.418918919
30164,74,3.351351351
100768,74,3.695945946
40035,74,3.695945946
100327,74,3.445945946
60173,74,3.391891892
137440,74,3.466216216
108566,74,3.945945946
47826,74,3.959459459
58446,74,3.932432432
67725,74,3.97972973
67382,74,4.081081081
110316,74,3.810810811
49411,74,3.804054054
80431,74,3.959459459
132237,74,3.364864865
6549,74,4.202702703
70590,74,3.581081081
128467,74,3.972972973
116381,74,3.527027027
63544,74,3.412162162
48621,74,4.101351351
132815,74,3.851351351
62260,74,4.121621622
39690,74,3.27027027
40239,74,3.114864865
117977,74,3.810810811
3095,74,3.790540541
138138,74,3.182432432
123084,74,4.006756757
31397,74,3.391891892
62338,74,3.364864865
135393,74,3.716216216
127852,74,3.635135135
137818,74,3.871621622
124419,74,3.959459459
31846,74,3.513513514
117242,74,4.5
68963,74,4.094594595
69087,74,4.385135135
20186,74,3.790540541
125460,74,3.608108108
137569,74,3.621621622
130720,74,3.662162162
105743,74,3.837837838
137513,74,3.52027027
49548,74,3.662162162
27704,74,3.5
54666,74,3.527027027
39069,74,3.054054054
70405,74,3.932432432
12637,74,3.844594595
130665,74,3.905405405
102358,74,3.864864865
130599,74,3.790540541
104208,74,4.040540541
130554,74,2.810810811
22783,74,3.472972973
42241,74,3.777027027
73988,74,3.837837838
21505,74,3.412162162
73511,74,3.141891892
44565,74,3.635135135
129274,74,4.108108108
135368,74,3.756756757
57271,74,2.601351351
135313,74,4.040540541
21896,74,4.574324324
2984,74,3.587837838
56460,74,3.743243243
3004,74,4.493243243
72771,74,3.472972973
129390,74,3.783783784
72394,74,3.614864865
23670,74,3.459459459
24542,74,2.418918919
115792,74,3.243243243
5868,74,3.25
131493,74,3.790540541
137042,74,3.060810811
117119,74,4
63303,74,3.709459459
33868,74,3.675675676
101681,74,3.952702703
38407,74,4.027027027
118846,74,3.689189189
31213,74,4.283783784
42333,74,3.398648649
63981,74,3.689189189
112982,74,3.337837838
136936,74,3.418918919
101858,74,3.72972973
11885,74,3.22972973
113469,74,3.554054054
15264,74,4.391891892
113587,74,3.581081081
37912,74,4.22972973
65576,74,4.162162162
17695,74,3.317567568
54073,74,3.418918919
54185,74,2.459459459
100945,74,4.047297297
95473,74,4.006756757
33971,74,3.540540541
98878,74,4.121621622
65241,74,4.074324324
91964,74,3.837837838
54851,74,3.5
17140,74,3.702702703
6027,74,4.202702703
93139,74,3.608108108
98468,74,3.331081081
94934,74,4.148648649
61655,74,3.243243243
119709,74,3.540540541
98251,74,4.425675676
16156,74,3.851351351
97205,74,4.236486486
119919,74,3.635135135
97720,74,3.702702703
111390,74,4.22972973
96330,74,3.912162162
118948,74,3.709459459
88743,74,3.817567568
39617,74,3.635135135
111719,74,3.554054054
130085,74,3.378378378
39667,74,4.067567568
33472,74,3.641891892
32044,74,3.986486486
32838,74,3.378378378
77835,74,3.581081081
98004,74,3.540540541
87645,74,3.77027027
5310,74,3.027027027
99095,74,3.898648649
87117,74,3.513513514
25479,74,3.337837838
77173,74,4.006756757
102930,74,3.628378378
62850,74,4.168918919
53788,74,4.540540541
6136,74,2.472972973
28499,74,3.783783784
